Metric,Precision,Recall,F-score
ROUGE-1,0.5517017008213858,0.5277189672421757,0.5272888133453596
ROUGE-2,0.2889209459262161,0.2832271541533939,0.2843223805991857
ROUGE-L,0.5501298598369898,0.5259414452458385,0.5238025078008421
BLEU-4,-,-,0.447344163167192
Average ROUGE F-score,-,-,0.44513790058179586
