Metric,Precision,Recall,F-score
ROUGE-1,0.4606650043293588,0.4294877027954465,0.4322325772378726
ROUGE-2,0.1732896372115559,0.16860038644548536,0.16937120437767625
ROUGE-L,0.46203311939201724,0.42919468010660144,0.4321124673665472
BLEU-4,-,-,0.3493451141995346
Average ROUGE F-score,-,-,0.34457208299403197
