Metric,Precision,Recall,F-score
ROUGE-1,0.2989733804097919,0.28025934178590256,0.27032709368168045
ROUGE-2,0.013194684934373136,0.011292234173520288,0.01089740180365915
ROUGE-L,0.29625410028561605,0.27341675666592413,0.26329316633832434
BLEU-4,-,-,0.1419399926529598
Average ROUGE F-score,-,-,0.18150588727455466
