Metric,Precision,Recall,F-score
ROUGE-1,0.4839228767784245,0.45397888995484037,0.45314868872431074
ROUGE-2,0.21780465346503178,0.21825589848072566,0.21683527227636137
ROUGE-L,0.48818937962617137,0.4546108271832513,0.45379273465444275
BLEU-4,-,-,0.38201116147353575
Average ROUGE F-score,-,-,0.3745922318850383
