Metric,Precision,Recall,F-score
ROUGE-1,0.14161765836611154,0.13441406602252723,0.13382364856602003
ROUGE-2,0.002574702241684155,0.002535574231609474,0.0025120318831025933
ROUGE-L,0.15555979120807514,0.14758886474825264,0.14591730825681434
BLEU-4,-,-,0.10142410117090166
Average ROUGE F-score,-,-,0.09408432956864565
