Metric,Precision,Recall,F-score
ROUGE-1,0.14449680229560913,0.13275787059870733,0.1344410359156745
ROUGE-2,0.0005669590865360272,0.0006137654677458506,0.0005851247356566353
ROUGE-L,0.15377773016943175,0.1395109481094416,0.14071732054276848
BLEU-4,-,-,0.08336679478986886
Average ROUGE F-score,-,-,0.09191449373136655
