Metric,Precision,Recall,F-score
ROUGE-1,0.5296818113275786,0.4924482299616932,0.4943278436843148
ROUGE-2,0.2788522684041323,0.2801950232004549,0.27697774016383114
ROUGE-L,0.5298783332905779,0.4911938739068202,0.4926013193882521
BLEU-4,-,-,0.41795483826063573
Average ROUGE F-score,-,-,0.42130230107879935
