Metric,Precision,Recall,F-score
ROUGE-1,0.4925864987593035,0.4573467891536207,0.46072129550917945
ROUGE-2,0.21762448776250917,0.2089116418906308,0.21141849825301007
ROUGE-L,0.4930315863427458,0.4513534977830062,0.45500017565840345
BLEU-4,-,-,0.36682151086599873
Average ROUGE F-score,-,-,0.3757133231401977
