Metric,Precision,Recall,F-score
ROUGE-1,0.3669363399303543,0.3191874181495975,0.3291057323357412
ROUGE-2,0.04784258395134923,0.04281434923704014,0.04412623712217626
ROUGE-L,0.36839534611708635,0.3197215448306101,0.3296415480809214
BLEU-4,-,-,0.20678244150230174
Average ROUGE F-score,-,-,0.2342911725129463
