Metric,Precision,Recall,F-score
ROUGE-1,0.08583181864431862,0.0669237336057189,0.07244111491636979
ROUGE-2,0.018353174603174604,0.017728174603174603,0.018005952235376252
ROUGE-L,0.08535562816812815,0.06601989012848782,0.07153113222215465
BLEU-4,-,-,0.11657039027095575
Average ROUGE F-score,-,-,0.05399273312463356
