Metric,Precision,Recall,F-score
ROUGE-1,0.04402355746105747,0.03607558844371504,0.03875545530027094
ROUGE-2,0.0,0.0,0.0
ROUGE-L,0.04396403365153366,0.03538841253854841,0.03818327611784481
BLEU-4,-,-,0.055637996191715146
Average ROUGE F-score,-,-,0.025646243806038582
