Metric,Precision,Recall,F-score
ROUGE-1,0.4420170953876655,0.38554372236644235,0.3984252668729424
ROUGE-2,0.2093816205347973,0.18405827908545658,0.1905472762477728
ROUGE-L,0.44066351480103394,0.3841930948781185,0.39624450312565096
BLEU-4,-,-,0.37729466433200426
Average ROUGE F-score,-,-,0.328405682082122
