Metric,Precision,Recall,F-score
ROUGE-1,0.19128872020995588,0.15739522605845954,0.15904114527564087
ROUGE-2,0.005665400131344404,0.004489896890826505,0.00404391137222457
ROUGE-L,0.19188915844939713,0.1535919999316131,0.15660484093435775
BLEU-4,-,-,0.07816168685658129
Average ROUGE F-score,-,-,0.10656329919407441
