Metric,Precision,Recall,F-score
ROUGE-1,0.42998925660057347,0.37885340111339005,0.3890207722313755
ROUGE-2,0.2262207698166191,0.2082782083469881,0.21085295519569755
ROUGE-L,0.43012812651898236,0.3791313562799907,0.3878521973816
BLEU-4,-,-,0.36390565303382644
Average ROUGE F-score,-,-,0.3292419749362243
