Metric,Precision,Recall,F-score
ROUGE-1,0.14415114636433257,0.13290352730966132,0.1342022505648769
ROUGE-2,0.012265855815803308,0.010261820742318626,0.010564687005209152
ROUGE-L,0.1491561425906789,0.13693240193724684,0.1376952042775581
BLEU-4,-,-,0.12372574514153352
Average ROUGE F-score,-,-,0.09415404728254806
