Metric,Precision,Recall,F-score
ROUGE-1,0.12951661184815916,0.12087693053908627,0.12133132571616717
ROUGE-2,0.000925925925925926,0.0005679986124291506,0.0006563611618682962
ROUGE-L,0.13586395997465436,0.1250849026475678,0.12523387822510748
BLEU-4,-,-,0.09523667531271911
Average ROUGE F-score,-,-,0.08240718836771431
