Metric,Precision,Recall,F-score
ROUGE-1,0.11479943404764947,0.09492177120889356,0.10079063338502355
ROUGE-2,0.0,0.0,0.0
ROUGE-L,0.11493982180216304,0.09412421496011801,0.09963545961374723
BLEU-4,-,-,0.061365441304402656
Average ROUGE F-score,-,-,0.06680869766625692
