Metric,Precision,Recall,F-score
ROUGE-1,0.15770952177179873,0.13831705616809886,0.14385752347533343
ROUGE-2,0.008936376460648305,0.00835868123246764,0.008492267879037485
ROUGE-L,0.1706934569123712,0.14714280584047285,0.1533535349741035
BLEU-4,-,-,0.11889771779295756
Average ROUGE F-score,-,-,0.10190110877615814
