Metric,Precision,Recall,F-score
ROUGE-1,0.14832781595865197,0.1270696448700059,0.13321812037944916
ROUGE-2,0.00022404779686333086,0.00022404779686333086,0.00022404778715459344
ROUGE-L,0.16319031800380218,0.1365140864428287,0.14355387333089173
BLEU-4,-,-,0.07779676018225475
Average ROUGE F-score,-,-,0.09233201383249849
