Metric,Precision,Recall,F-score
ROUGE-1,0.22639501310246113,0.19605241128473966,0.20160504066893697
ROUGE-2,0.003617602121062329,0.003894218526571468,0.0036578288523821546
ROUGE-L,0.22521390682331416,0.1916931214415125,0.19718250121731093
BLEU-4,-,-,0.09531800703329572
Average ROUGE F-score,-,-,0.1341484569128767
