Metric,Precision,Recall,F-score
ROUGE-1,0.3264030633322716,0.32232236170959017,0.3163902241425727
ROUGE-2,0.06252273930554694,0.06477251340395576,0.06300226453581063
ROUGE-L,0.32724474129756803,0.3216643207843428,0.31484433776989795
BLEU-4,-,-,0.2511762915456848
Average ROUGE F-score,-,-,0.23141227548276042
