Metric,Precision,Recall,F-score
ROUGE-1,0.33340182120909867,0.31153448635700937,0.31122520920344926
ROUGE-2,0.04763042287272648,0.04323403470618356,0.04407450201913106
ROUGE-L,0.332847134564818,0.30878065879352257,0.3081834297940285
BLEU-4,-,-,0.20785487952332532
Average ROUGE F-score,-,-,0.2211610470055363
