Metric,Precision,Recall,F-score
ROUGE-1,0.25257499773590714,0.2489923680202902,0.2368473252718179
ROUGE-2,0.003870510976912361,0.004906772869575638,0.004292346037077882
ROUGE-L,0.25336229531337623,0.24835774808720962,0.234870360129514
BLEU-4,-,-,0.12047734955485798
Average ROUGE F-score,-,-,0.15867001047946994
