Metric,Precision,Recall,F-score
ROUGE-1,0.1818802194350381,0.18685388875085437,0.17973080264261207
ROUGE-2,0.0006645401382243488,0.0006400333412717314,0.0006364249464495593
ROUGE-L,0.19129343162257437,0.19599276389562784,0.18782246520626675
BLEU-4,-,-,0.11167924054171716
Average ROUGE F-score,-,-,0.12272989759844279
