Metric,Precision,Recall,F-score
ROUGE-1,0.1884759263039826,0.18042646994550673,0.17963197962650454
ROUGE-2,0.006284057682083998,0.004763297296847432,0.005146990480700184
ROUGE-L,0.19242367380595105,0.18586115353320004,0.18352169514079933
BLEU-4,-,-,0.12560116912050442
Average ROUGE F-score,-,-,0.12276688841600136
