Metric,Precision,Recall,F-score
ROUGE-1,0.17118429016830303,0.15324427713055527,0.15733232166193395
ROUGE-2,0.01745927318295739,0.01553068954854669,0.01603283814207676
ROUGE-L,0.1771729189519252,0.15744723072188546,0.1612473420797235
BLEU-4,-,-,0.12751389680521008
Average ROUGE F-score,-,-,0.1115375006279114
