Metric,Precision,Recall,F-score
ROUGE-1,0.1464651288461453,0.13354132617345796,0.13403587486820726
ROUGE-2,0.0015873015873015873,0.0009523809523809524,0.0011904761569940486
ROUGE-L,0.14888539902115897,0.1328645046985444,0.13343552484608978
BLEU-4,-,-,0.0857708278924729
Average ROUGE F-score,-,-,0.0895539586237637
