Metric,Precision,Recall,F-score
ROUGE-1,0.14555783449027587,0.13536935213295234,0.1358243660905434
ROUGE-2,0.0035714285714285713,0.0035714285714285713,0.0035714285357142865
ROUGE-L,0.15187899285227072,0.13875879495461538,0.13950544276086133
BLEU-4,-,-,0.0868061786720117
Average ROUGE F-score,-,-,0.09296707912903968
