Metric,Precision,Recall,F-score
ROUGE-1,0.3619487647038726,0.3463514773495771,0.3433394277729939
ROUGE-2,0.10762365553487199,0.10508839633693846,0.10478637742030875
ROUGE-L,0.360875289145457,0.3413203900154433,0.3390372796354891
BLEU-4,-,-,0.2661684064511868
Average ROUGE F-score,-,-,0.2623876949429306
