Metric,Precision,Recall,F-score
ROUGE-1,0.4685443765963369,0.4602256022970886,0.45548864168786535
ROUGE-2,0.24466948216533582,0.23963071416734788,0.2401759449315691
ROUGE-L,0.46547970261933097,0.45781561345924354,0.4524543027095627
BLEU-4,-,-,0.41872636369697236
Average ROUGE F-score,-,-,0.382706296442999
