Metric,Precision,Recall,F-score
ROUGE-1,0.09524862111769425,0.0846003883631974,0.08705915477717757
ROUGE-2,0.0,0.0,0.0
ROUGE-L,0.09493832355810934,0.08448778143073275,0.08639026280855185
BLEU-4,-,-,0.052620667553890124
Average ROUGE F-score,-,-,0.05781647252857647
