Metric,Precision,Recall,F-score
ROUGE-1,0.1670990625073837,0.1369818870293465,0.14618164165174416
ROUGE-2,0.0,0.0,0.0
ROUGE-L,0.16746483153094993,0.13574412721321708,0.14481114199923503
BLEU-4,-,-,0.07372865883812703
Average ROUGE F-score,-,-,0.0969975945503264
