Metric,Precision,Recall,F-score
ROUGE-1,0.18881583011598177,0.1706186706987485,0.17494423723740635
ROUGE-2,0.0006802721088435374,0.00048019207683073226,0.0005629837944138423
ROUGE-L,0.19461993838151395,0.17232478859140293,0.17690345969751217
BLEU-4,-,-,0.1037619647185931
Average ROUGE F-score,-,-,0.11747022690977744
