Metric,Precision,Recall,F-score
ROUGE-1,0.1820409643255097,0.17276071501842802,0.17296214893923306
ROUGE-2,0.0,0.0,0.0
ROUGE-L,0.18762073643633356,0.17607286399493655,0.1762406110520809
BLEU-4,-,-,0.1042305751200695
Average ROUGE F-score,-,-,0.11640091999710465
