Metric,Precision,Recall,F-score
ROUGE-1,0.13014368334070475,0.12831289960579514,0.12385068193961843
ROUGE-2,0.0035554131966688022,0.0031598962454937136,0.002380172007324695
ROUGE-L,0.1369939088852824,0.13336347094713885,0.12888418359375764
BLEU-4,-,-,0.09605923178759167
Average ROUGE F-score,-,-,0.08503834584690025
