Metric,Precision,Recall,F-score
ROUGE-1,0.21397879628729824,0.1639566189126087,0.17777996448114863
ROUGE-2,0.0017701726844583986,0.001434065934065934,0.0015761613860031981
ROUGE-L,0.20944425299711977,0.15878501097311024,0.17194386014853288
BLEU-4,-,-,0.09815855002350214
Average ROUGE F-score,-,-,0.11709999533856157
