Metric,Precision,Recall,F-score
ROUGE-1,0.2464558193195383,0.20155427701926587,0.21015300736770773
ROUGE-2,0.008184291314366501,0.006042910712475931,0.006686123770019112
ROUGE-L,0.2514734004972958,0.2016593721659918,0.21093461948893585
BLEU-4,-,-,0.13380653363736583
Average ROUGE F-score,-,-,0.14259125020888755
