Metric,Precision,Recall,F-score
ROUGE-1,0.2880291619368745,0.2473591079945615,0.2538331746708796
ROUGE-2,0.026161222637791543,0.021837713672963565,0.022278194209280646
ROUGE-L,0.29642093592735774,0.2509575911581156,0.25733521321012964
BLEU-4,-,-,0.18870100879897045
Average ROUGE F-score,-,-,0.17781552736342995
