Metric,Precision,Recall,F-score
ROUGE-1,0.4836909667944468,0.46516165288694195,0.46446935080594726
ROUGE-2,0.2849835187687406,0.28254347871144986,0.2819024476902191
ROUGE-L,0.4836421758483396,0.4662813551753977,0.4640000486758659
BLEU-4,-,-,0.4389748535168566
Average ROUGE F-score,-,-,0.40345728239067746
