Metric,Precision,Recall,F-score
ROUGE-1,0.36058846754585044,0.3273222453532743,0.33007351515903544
ROUGE-2,0.11488352063574837,0.10630376673935524,0.10666333191409937
ROUGE-L,0.36000056125582613,0.3258701255140592,0.32747758620223155
BLEU-4,-,-,0.29851475766941127
Average ROUGE F-score,-,-,0.25473814442512216
