Metric,Precision,Recall,F-score
ROUGE-1,0.47070628091635297,0.45471996425018985,0.4494729255597561
ROUGE-2,0.2318413090542003,0.23723252932976585,0.23004506497192373
ROUGE-L,0.468315505621303,0.4537226986565095,0.4466014928221625
BLEU-4,-,-,0.3993948605655347
Average ROUGE F-score,-,-,0.37537316111794744
