Metric,Precision,Recall,F-score
ROUGE-1,0.2507360829401712,0.23150512391428077,0.22499775986584628
ROUGE-2,0.006928191489361702,0.0030385986456754267,0.0036029559465213185
ROUGE-L,0.2497757644837016,0.228269474367197,0.22066474037051848
BLEU-4,-,-,0.12494273972887877
Average ROUGE F-score,-,-,0.14975515206096202
