Metric,Precision,Recall,F-score
ROUGE-1,0.2106243185647957,0.19254847165547176,0.19063884020913222
ROUGE-2,0.0015045592705167172,0.0010933806146572105,0.001227604701716271
ROUGE-L,0.20815349104687864,0.18835735221278285,0.1861357121727239
BLEU-4,-,-,0.09294531743186439
Average ROUGE F-score,-,-,0.12600071902785745
