Metric,Precision,Recall,F-score
ROUGE-1,0.4383758620111543,0.4085029104058989,0.4066086866944786
ROUGE-2,0.1778137391696774,0.16973270251244185,0.16741147734483636
ROUGE-L,0.4341737193342607,0.4042907722200099,0.4009341749495706
BLEU-4,-,-,0.34881152584685304
Average ROUGE F-score,-,-,0.32498477966296185
