Metric,Precision,Recall,F-score
ROUGE-1,0.42717397673431173,0.42479521554642385,0.41625182581703674
ROUGE-2,0.16645520292632224,0.16771163677692455,0.1656782021530505
ROUGE-L,0.427647516969605,0.42761273796534827,0.4170190206931869
BLEU-4,-,-,0.34941250241358346
Average ROUGE F-score,-,-,0.3329830162210914
