Metric,Precision,Recall,F-score
ROUGE-1,0.3771435416399382,0.36669942450973636,0.3594260575071508
ROUGE-2,0.10572803953010274,0.10108137485460354,0.10177343937191147
ROUGE-L,0.37821729093679496,0.36573722028555133,0.35845699928090674
BLEU-4,-,-,0.28820350057675187
Average ROUGE F-score,-,-,0.27321883205332304
