Metric,Precision,Recall,F-score
ROUGE-1,0.2152431990613289,0.21725508944803515,0.20542110600695282
ROUGE-2,0.003034060846560847,0.002610279807696603,0.002744908550933451
ROUGE-L,0.21450995597415168,0.21718926797881158,0.2041329780195276
BLEU-4,-,-,0.09135690763217569
Average ROUGE F-score,-,-,0.13743299752580462
