Metric,Precision,Recall,F-score
ROUGE-1,0.15526040859159757,0.14032822119664598,0.1433106746833306
ROUGE-2,0.014287836284403792,0.012220379428171635,0.012562691798333981
ROUGE-L,0.161126057546259,0.1442205928127012,0.1472090546859702
BLEU-4,-,-,0.12116989244611333
Average ROUGE F-score,-,-,0.10102747372254493
