Metric,Precision,Recall,F-score
ROUGE-1,0.1325770382135224,0.13021124158026218,0.12827638550408557
ROUGE-2,0.00036075036075036075,0.0004329004329004329,0.0003935458266251666
ROUGE-L,0.13852038336044617,0.1343563882518365,0.13250915066176255
BLEU-4,-,-,0.10046845636691376
Average ROUGE F-score,-,-,0.0870596939974911
