Metric,Precision,Recall,F-score
ROUGE-1,0.27782533997097325,0.24030312378368923,0.242492814948079
ROUGE-2,0.0034856804478897497,0.0027617783716115366,0.003012186339204005
ROUGE-L,0.2808775881151036,0.23985301978409443,0.24189418108546265
BLEU-4,-,-,0.10932163076952464
Average ROUGE F-score,-,-,0.16246639412424854
