Metric,Precision,Recall,F-score
ROUGE-1,0.4695505910291174,0.4203723140335796,0.4311618549133559
ROUGE-2,0.22135706088146645,0.22086586841569936,0.22018411302476606
ROUGE-L,0.46245010774570966,0.4124380057485832,0.422650236178008
BLEU-4,-,-,0.3682013139677703
Average ROUGE F-score,-,-,0.35799873470537663
