Metric,Precision,Recall,F-score
ROUGE-1,0.3865366490992228,0.36881111156659513,0.35599627762231506
ROUGE-2,0.11662875497354262,0.118007313988257,0.11261049673994236
ROUGE-L,0.3868357172467185,0.3692755480681522,0.3552478489284559
BLEU-4,-,-,0.26156118986739335
Average ROUGE F-score,-,-,0.2746182077635711
