Metric,Precision,Recall,F-score
ROUGE-1,0.15705030916437804,0.1339130041611049,0.13965813776547742
ROUGE-2,0.0023916891513759615,0.0012806022191687721,0.0015556448953821897
ROUGE-L,0.17057086539623717,0.14400899583686128,0.14924907240381227
BLEU-4,-,-,0.09261281772735303
Average ROUGE F-score,-,-,0.09682095168822395
