Metric,Precision,Recall,F-score
ROUGE-1,0.43736772916645117,0.37481318632549676,0.38946975531436884
ROUGE-2,0.1407482514386591,0.13908451690855383,0.13864570540969656
ROUGE-L,0.43520835018424464,0.3713355379708762,0.3856536191550032
BLEU-4,-,-,0.26967441808000603
Average ROUGE F-score,-,-,0.3045896932930229
