Metric,Precision,Recall,F-score
ROUGE-1,0.3554911846475632,0.2800755879064139,0.2982334730032163
ROUGE-2,0.020249925945192215,0.02001715411478725,0.019594104272284193
ROUGE-L,0.35356858225592885,0.2767374681520999,0.2939442096879393
BLEU-4,-,-,0.15628389136452514
Average ROUGE F-score,-,-,0.20392392898781328
