Metric,Precision,Recall,F-score
ROUGE-1,0.29206495061002546,0.19026614580302692,0.21728710278907093
ROUGE-2,0.0020710059171597634,0.0011432596520143245,0.001416197992715777
ROUGE-L,0.29024279025162153,0.18719179789300353,0.21326536488850067
BLEU-4,-,-,0.0731698487959742
Average ROUGE F-score,-,-,0.14398955522342913
