Model,Accuracy,Precision,Recall,F1-Score,Params (M),FPS,Latency (ms)
EfficientNet-B2,0.9819672131147541,0.9839542970690511,0.981967213114754,0.9812292156123043,7.79,123.63059709191448,8.08861255645752
