Metric,Precision,Recall,F-score
ROUGE-1,0.5061579772010106,0.465461235078646,0.4685082531063508
ROUGE-2,0.2936770057551402,0.27981259219710347,0.28107515591976495
ROUGE-L,0.5036508653078543,0.46543025834861707,0.46607016946011887
BLEU-4,-,-,0.4348153192691768
Average ROUGE F-score,-,-,0.4052178594954115
