Metric,Precision,Recall,F-score
ROUGE-1,0.26870018845935123,0.22757317908869593,0.23338065165825872
ROUGE-2,0.03020590010182198,0.02308862386677106,0.024927004375402424
ROUGE-L,0.26972593818645785,0.22693348656315812,0.23218066445887392
BLEU-4,-,-,0.16515106322781112
Average ROUGE F-score,-,-,0.163496106830845
