Metric,Precision,Recall,F-score
ROUGE-1,0.4807373695509803,0.42326920413347585,0.4355919320835061
ROUGE-2,0.25079825631635044,0.24018006675746148,0.24121226257147654
ROUGE-L,0.47378355711954506,0.42011908572439427,0.4298915080849521
BLEU-4,-,-,0.37700651615416414
Average ROUGE F-score,-,-,0.36889856757997824
